 622   Scan angles: step 30 (+-1)
  48 173 206
  78 173 206
 108 173 206
 138 173 206
 168 173 206
 198 173 206
 228 173 206
 258 173 206
 288 173 206
 318 173 206
 348 173 206
  27 132 207
  57 132 207
  87 132 207
 117 132 207
 147 132 207
 177 132 207
 207 132 207
 237 132 207
 267 132 207
 297 132 207
 327 132 207
 357 132 207
  23   0 212
  53   0 212
  83   0 212
 113   0 212
 143   0 212
 173   0 212
 203   0 212
 233   0 212
 263   0 212
 293   0 212
 323   0 212
 353   0 212
  20  61 221
  50  61 221
  80  61 221
 110  61 221
 140  61 221
 170  61 221
 200  61 221
 230  61 221
 260  61 221
 290  61 221
 320  61 221
 350  61 221
  27 106 223
  57 106 223
  87 106 223
 117 106 223
 147 106 223
 177 106 223
 207 106 223
 237 106 223
 267 106 223
 297 106 223
 327 106 223
 357 106 223
   2 148 230
  32 148 230
  62 148 230
  92 148 230
 122 148 230
 152 148 230
 182 148 230
 212 148 230
 242 148 230
 272 148 230
 302 148 230
 332 148 230
  24  20 234
  54  20 234
  84  20 234
 114  20 234
 144  20 234
 174  20 234
 204  20 234
 234  20 234
 264  20 234
 294  20 234
 324  20 234
 354  20 234
  26  71 247
  56  71 247
  86  71 247
 116  71 247
 146  71 247
 176  71 247
 206  71 247
 236  71 247
 266  71 247
 296  71 247
 326  71 247
 356  71 247
 322 176 253
 352 176 253
  21 177 253
  51 177 253
  81 177 253
 111 177 253
 141 177 253
 171 177 253
 201 177 253
 231 177 253
 261 177 253
 291 177 253
  29 125 282
  59 125 282
  88 126 282
 118 126 282
 148 126 282
 178 126 282
 208 126 282
 238 126 282
 268 126 282
 298 126 282
 328 126 282
 358 126 282
  70  63 301
 100  64 301
   9  65 301
 159  65 301
 189  65 301
 219  65 301
 249  65 301
 279  65 301
 309  65 301
 339  65 301
 135  58 303
  32  73 303
  23 147 307
  53 147 307
 112 148 307
 142 148 307
 172 148 307
 202 148 307
 232 148 307
 262 148 307
 292 148 307
 322 148 307
 352 148 307
  87 142 308
  74  21 311
  21  14 312
 111  14 312
 141  14 312
 201  14 312
 231  14 312
 261  14 312
 291  14 312
 321  14 312
 351  14 312
  89  99 314
  53 102 314
 144 102 315
 174 102 315
 204 102 315
 234 102 315
 264 102 315
 294 102 315
 324 102 315
  42  25 318
 351 106 318
 167  20 320
  21 106 320
 124  90 321
  96  49 325
 186  49 325
 216  49 325
 246  49 325
 276  49 325
 306  49 325
 336  49 325
   5  51 326
  61  54 326
 128  46 328
 153  55 329
  27  63 330
  57 125 330
 113 128 331
 143 128 331
 173 128 331
 203 128 331
 233 128 331
 263 128 331
 293 128 331
  10 144 333
 340 144 333
